player_name,age,height,weight,overall_rating,penalties,nb_match,aggression,preferred_foot
Wade Elliott,37,177.8,143,64,77,23,58,right
Walter Fernandez,25,172.72,159,64,53,12,45,left
Wayne Brown,34,182.88,174,64,29,8,78,left
Wesley Moraes Ferreira Da Silva,20,190.5,205,64,60,4,55,right
Wesllem,25,175.26,159,64,48,3,67,right
Wilfried Zahibo,23,190.5,176,64,54,10,67,left
William Gustavo,23,193.04,174,64,45,3,67,right
William Jebor,24,182.88,165,64,72,7,69,right
Witi,20,177.8,143,64,61,5,46,left
Wojciech Kaczmarek,33,200.66,218,64,24,17,40,right
Wojciech Pawlowski,22,190.5,181,64,32,18,25,right
Won-Hee Cho,33,177.8,159,64,45,14,64,right
Wouter Corstjens,28,187.96,174,64,39,16,74,left
Xavier Hochstrasser,26,180.34,168,64,55,14,73,right
Xavier Luissint,31,177.8,176,64,60,7,79,right
"Yohan Hautcoeur,17",31,177.8,148,64,67,9,67,right
"Yohan Lachor,29",34,182.88,176,64,70,3,71,right
Youssouf Hersi,33,172.72,163,64,54,19,54,right
Zak Whitbread,32,187.96,172,64,36,24,68,left
Zana Allee,22,165.1,139,64,54,11,63,right
Ze Eduardo,25,185.42,194,64,49,37,70,right
Ziggy Gordon,23,180.34,170,64,42,10,76,right
Ziguy Badibanga,22,172.72,154,64,52,8,38,right
Ziri Hammar,23,180.34,163,64,60,11,59,right
Zouhaier Dhaouadhi,28,180.34,159,64,76,8,75,left
Abdelmalek El Hasnaoui,22,180.34,159,63,46,3,40,left
Abderrazak Jadid,32,177.8,157,63,57,13,58,right
Abdourahman Dampha,22,182.88,168,63,56,9,59,right
Abdullah Al Hafith,24,187.96,165,63,44,15,80,right
Adam Banas,32,185.42,174,63,65,19,66,right
Adrian Rakowski,26,180.34,154,63,60,10,53,right
Adrien Goni,23,172.72,146,63,51,5,48,right
Ahmed Ammi,32,180.34,165,63,40,13,75,right
Ahmed Apimah Barusso,31,182.88,165,63,30,26,72,right
Ahmed Samir Farag,27,182.88,190,63,65,7,64,left
Airam Cabrera,29,180.34,172,63,76,17,51,left
Alain Wiss,25,180.34,148,63,55,21,64,right
Alan Gow,33,182.88,154,63,62,23,33,left
Alan Smith,36,180.34,179,63,65,23,87,right
Alban Pnishi,26,187.96,179,63,34,8,59,right
Aleksandar Kovacevic,24,172.72,154,63,45,13,74,right
Aleksandar Stevanovic,22,175.26,143,63,50,10,68,right
Alessandro Piu,20,180.34,161,63,71,7,39,right
Alex Kakuba,24,177.8,159,63,48,4,79,left
Alex Von Schwedler,34,182.88,168,63,56,6,53,right
Alexander Corryn,22,177.8,154,63,35,12,62,left
Alexandre Quennoz,30,180.34,176,63,60,3,65,right
Allan Russell,28,185.42,170,63,64,2,62,right
Aly Ndom,20,187.96,176,63,66,4,59,left
Amadou Sidibe,27,172.72,159,63,43,8,51,left
Andrea Mei,23,185.42,172,63,44,7,67,right
Andrea Parola,33,177.8,163,63,52,8,71,left
Andrej Rendla,24,190.5,170,63,67,12,49,right
Andy Dorman,33,185.42,150,63,72,27,72,right
Andy Griffin,34,172.72,150,63,24,14,74,right
Anthony Portier,31,182.88,181,63,45,11,72,right
Anton Sloboda,29,177.8,154,63,55,16,48,left
Antonio Busce,37,182.88,172,63,55,9,66,right
Antonio Filipe,29,185.42,185,63,25,14,28,right
Antonio Marin Molina,19,177.8,165,63,37,5,74,right
"Antony Lecointe,19",32,167.64,130,63,39,9,71,right
Arek Radomski,35,177.8,170,63,53,9,88,right
Arjan van Dijk,27,187.96,172,63,25,10,25,right
Arkadiusz Wozniak,26,182.88,168,63,55,17,50,right
Armiche Ortega,27,175.26,154,63,58,12,53,right
Arthur,29,177.8,150,63,54,9,60,left
Aurelien Joachim,29,185.42,181,63,62,11,73,right
Ayoze Diaz Diaz,32,175.26,154,63,49,14,66,left
Baltasar Rigo,29,185.42,174,63,32,11,76,left
Barge,26,175.26,152,63,63,3,70,right
Bart Nieuwkoop,20,182.88,168,63,42,7,70,right
Bart van Brakel,27,170.18,154,63,54,4,71,right
"Bartosz Lawa,25",34,175.26,150,63,64,13,58,left
Beg Ferati,29,187.96,179,63,43,15,64,right
Ben Alnwick,29,182.88,176,63,14,19,34,right
Ben Williams,33,187.96,190,63,38,22,38,right
Bence Mervo,21,185.42,183,63,62,7,66,right
Benedikt Pliquett,30,198.12,209,63,31,19,37,right
Benedikt Saller,24,180.34,154,63,46,23,64,right
Beni Badibanga,20,175.26,154,63,49,7,46,right
Benjamin Delacourt,29,177.8,170,63,38,3,74,right
Benjamin Lambot,26,187.96,172,63,54,7,75,right
Benjamin-Kantie Karamoko,20,195.58,198,63,41,6,63,right
Bernard Hofstede,28,180.34,168,63,61,2,60,right
Bernard Mendy,33,180.34,170,63,59,16,69,right
Bernt Evens,35,193.04,190,63,53,15,75,left
Blair Spittal,21,182.88,159,63,57,9,30,right
Bob Schepers,22,182.88,165,63,59,8,62,left
Braulio,29,182.88,170,63,61,18,66,right
Brecht Verbrugghe,27,182.88,165,63,43,3,77,right
Brett Emerton,35,185.42,187,63,58,12,69,right
Brian Kerr,28,177.8,146,63,71,4,65,right
Bruno Cheyrou,34,185.42,176,63,72,9,64,left
Bruno Martignoni,23,180.34,170,63,47,7,55,right
Bruno Perone,24,190.5,187,63,50,5,67,right
Bruno Turco,22,180.34,170,63,49,5,68,right
Burton O'Brien,29,177.8,163,63,65,5,40,left
Caleb Patterson-Sewell,28,190.5,192,63,25,13,29,right
Calum Elliot,24,182.88,174,63,64,8,62,right
Cameron Smith,21,175.26,134,63,57,14,35,right
Carl Dickinson,29,185.42,198,63,29,31,81,left
Carlos Servin,27,187.96,181,63,26,4,22,right
Cauley Woodrow,21,182.88,163,63,66,9,40,right
Cees Paauwe,35,198.12,203,63,47,9,35,right
Chaker Zouaghi,27,190.5,181,63,48,4,67,right
Charles Diers,35,185.42,174,63,61,20,46,right
Chavdar Yankov,28,175.26,159,63,66,9,61,right
Chris Herd,27,172.72,168,63,59,36,74,right
Chris Robertson,30,190.5,163,63,34,18,71,right
Christian Dailly,38,182.88,179,63,56,8,75,right
Christian Irobiso,20,190.5,170,63,65,6,73,right
Christian Kalvenes,35,182.88,170,63,18,10,76,left
Christian Nade,31,185.42,176,63,62,8,60,right
Christian Supusepa,25,182.88,174,63,45,10,68,left
Christian Timm,32,180.34,161,63,62,8,47,right
Christos Karypidis,27,185.42,176,63,58,5,61,right
Cofie Bekoe,25,167.64,150,63,52,5,46,left
Collins John,28,180.34,172,63,44,9,58,right
Conor Grant,21,175.26,176,63,34,19,70,left
Conor Newton,25,180.34,154,63,49,20,63,right
Constantin Nica,23,185.42,165,63,35,18,76,right
Cristian Benavente,22,172.72,150,63,58,15,37,right
Cristian Florin Ianu,32,177.8,159,63,63,13,59,right
Cristian Manea,19,182.88,152,63,35,7,58,right
Cristian Trombetta,28,187.96,174,63,48,7,70,left
Curtis Good,23,187.96,187,63,46,26,51,left
Damiano Schet,24,177.8,143,63,50,7,30,right
Daniel Dziwniel,23,177.8,159,63,63,13,53,left
Daniel Lopar,31,187.96,187,63,21,25,35,right
Daniel Lopez,31,187.96,198,63,60,11,59,right
Daniele Ficagna,33,185.42,165,63,49,10,71,right
Daniele Ragatzu,24,172.72,161,63,63,25,42,right
Danny Collins,35,182.88,170,63,30,23,70,left
Danny Webber,33,175.26,159,63,60,10,42,right
Danny Wilson,23,187.96,174,63,36,15,61,left
Danny Wintjens,32,200.66,168,63,29,8,44,right
Dario Dumic,24,193.04,214,63,31,18,68,right
Dario Tanda,21,172.72,150,63,56,3,61,right
Dariusz Trela,27,187.96,176,63,17,15,25,right
Darren Barr,29,180.34,143,63,54,17,70,right
Darren McGregor,29,182.88,192,63,42,19,57,right
David Fernandez,34,172.72,154,63,66,6,23,left
David Fox,32,175.26,170,63,73,22,45,right
David Graham,29,175.26,154,63,68,6,21,right
David Holman,22,187.96,176,63,52,6,56,right
David Kinsombi,21,182.88,163,63,33,6,60,right
David Mendes,28,182.88,172,63,42,26,58,left
David Wijns,26,180.34,170,63,54,12,63,right
Davide Carrus,30,170.18,152,63,62,5,71,right
Davy De Beule,33,180.34,172,63,64,14,60,right
Dawid Kownacki,19,185.42,176,63,69,24,60,right
Dawid Kucharski,26,182.88,176,63,55,7,73,right
Dawid Kudla,24,187.96,185,63,19,8,21,right
Dean Kiely,41,185.42,172,63,10,7,75,left
Dennis Hediger,29,175.26,174,63,64,19,83,right
Didier Crettenand,27,180.34,165,63,54,14,60,right
Diego Gomez,32,165.1,150,63,68,18,38,right
Dieter van Tornhout,27,190.5,190,63,53,4,62,right
Dimitrije Injac,34,182.88,170,63,64,17,70,right
Diogo Melo,28,182.88,185,63,35,5,68,right
Djamel Belmadi,32,172.72,165,63,70,4,23,right
Djavan Anderson,21,175.26,154,63,41,5,76,right
Dominique van Dijk,29,182.88,165,63,37,2,38,right
Dor Malul,24,175.26,159,63,62,5,66,right
Dragan Jelic,25,182.88,170,63,66,3,61,right
Eder Sciola,28,182.88,179,63,50,14,69,right
Edgar,28,172.72,163,63,54,25,71,left
Edgar Bernhardt,27,175.26,150,63,44,4,57,right
Eduards Visnakovs,26,187.96,154,63,62,14,37,right
Edwin van Bueren,30,177.8,172,63,62,5,65,right
Elliot Grandin,29,177.8,146,63,62,23,48,right
Elvedin Dzinic,29,185.42,176,63,33,7,70,right
Emanuel Sarki,29,175.26,150,63,43,19,42,right
"Emenike Alex Nkume,27",23,185.42,170,63,48,6,72,left
Emiliano Ariel Dudar,32,190.5,198,63,30,10,64,left
Emmanuel Hackman,21,187.96,157,63,46,6,65,right
Eneko Satrustegui,24,182.88,165,63,35,10,87,left
Enrique Corrales,31,175.26,152,63,44,13,70,left
Erlend Hanstveit,34,187.96,179,63,43,23,67,left
Ettore Mendicino,21,182.88,172,63,66,5,40,right
Fabian Yantorno,28,172.72,159,63,41,4,43,right
Fabien Laurenti,29,180.34,165,63,52,8,69,right
Fabio Francesco Sciacca,26,182.88,170,63,50,18,61,right
Fabrice Ehret,36,182.88,154,63,61,17,64,left
Fabrizio Zambrella,28,182.88,159,63,51,9,56,right
Federico Andrada,22,180.34,165,63,59,19,43,right
Felice Natalino,20,185.42,163,63,29,4,67,right
Felix Luz,30,185.42,172,63,43,7,70,right
Felix Platte,20,190.5,194,63,55,7,32,right
"Fernandez Aitor Tornavaca,29",36,175.26,154,63,61,8,72,left
Fernando Quesada,22,177.8,157,63,56,6,43,right
Fernando Russi,25,182.88,172,63,69,6,28,left
Ferry de Regt,24,190.5,172,63,52,8,66,right
Filip Malbasic,23,182.88,179,63,58,7,50,left
Florian Bague,27,180.34,174,63,14,8,34,right
Florian Lechner,31,177.8,172,63,57,11,67,right
Francesco Modesto,34,177.8,161,63,36,28,69,left
Francesco Parravicini,32,175.26,154,63,53,16,72,right
Francesco Scardina,31,180.34,172,63,14,8,70,left
Francis Dickoh,34,187.96,187,63,48,18,69,right
Francisco Maldonado,32,177.8,161,63,59,12,56,right
Franck Queudrue,34,182.88,170,63,62,8,78,left
Fraser Fyvie,22,172.72,132,63,68,17,54,right
Gael Bigirimana,23,177.8,163,63,53,18,71,right
Gael Germany,29,185.42,161,63,44,8,69,right
Gaetan Hendrickx,21,175.26,146,63,43,4,66,right
Gaetano Masucci,32,172.72,159,63,47,26,48,right
Gary Deegan,29,175.26,165,63,46,29,89,right
Gary Miller,28,182.88,157,63,25,14,64,left
Gautier Lloris,21,190.5,183,63,40,9,54,left
Geoffrey Castillion,23,190.5,172,63,67,21,23,right
George Francomb,25,180.34,161,63,56,24,42,right
Georgemy,20,195.58,196,63,16,3,20,right
Gerard Aafjes,28,187.96,187,63,61,7,64,right
Giel Deferm,25,177.8,152,63,50,8,65,left
Gino Bosz,23,187.96,154,63,65,9,58,right
Giorgio Frezzolini,38,187.96,179,63,25,18,20,right
Giovanni Gravenbeek,26,175.26,159,63,50,9,60,right
Giovanni Hiwat,20,170.18,148,63,57,5,29,right
Giuseppe Gemiti,35,175.26,154,63,48,20,69,left
Gjoko Zajkov,21,185.42,172,63,22,6,65,right
Gladstone,30,182.88,174,63,44,8,64,right
Gregg Wylde,25,175.26,159,63,38,20,59,left
Gregory Beranger,32,172.72,163,63,48,13,74,left
Grilo,23,177.8,159,63,41,8,60,left
Guga,33,177.8,172,63,65,3,58,right
Gunnar Nielsen,28,190.5,190,63,40,15,33,right
Hachem Abbes,27,187.96,179,63,41,8,74,left
Hamdi Kasraoui,29,193.04,192,63,12,7,35,right
Hamed Namouchi,27,182.88,163,63,48,6,57,right
Haris Hajradinovic,22,177.8,163,63,63,9,48,left
Harlem-Eddy Gnohere,25,185.42,181,63,58,3,68,right
Haruna Babangida,30,170.18,148,63,63,6,64,right
Hassan El Mouataz,32,177.8,168,63,45,13,64,left
Hector Sanchez,26,175.26,165,63,36,6,69,left
Hekuran Kryeziu,23,177.8,150,63,62,20,60,right
Henri Munyaneza,25,185.42,183,63,47,4,33,left
Hermann Hreidarsson,38,190.5,181,63,23,7,79,left
Honour Gombami,29,177.8,157,63,54,8,38,right
Hugo Rodriguez,25,177.8,154,63,60,17,54,right
Ian Black,31,172.72,148,63,53,22,91,right
Ian Harte,38,175.26,172,63,82,21,64,left
Ian McShane,24,175.26,146,63,43,5,57,right
Iban Javier Cuadrado,31,187.96,176,63,43,6,67,right
Ibrahim Rabiu,23,167.64,128,63,51,8,46,left
Ibrahima Gueye,35,190.5,185,63,42,11,83,right
Ilias Haddad,26,187.96,179,63,42,5,64,right
Ishmael Miller,29,193.04,225,63,66,33,63,left
Ivan Kecojevic,27,190.5,187,63,40,11,62,right
Ivan Sproule,32,172.72,163,63,63,15,51,right
Jackson Mendy,24,193.04,172,63,40,5,66,left
Jaime Poulson,25,182.88,165,63,65,6,29,right
Jake Carroll,24,182.88,172,63,50,19,59,left
Jake Jervis,25,190.5,181,63,57,17,53,right
Jakub Biskup,33,170.18,157,63,40,7,67,left
James McPake,32,187.96,176,63,64,20,65,right
James Vincent,27,180.34,154,63,58,17,59,right
James Wesolowski,29,172.72,165,63,63,17,69,right
Jamie Ashdown,35,190.5,203,63,25,20,40,left
Jan-Paul Saeijs,34,190.5,179,63,60,9,76,right
Jason Oost,30,182.88,163,63,64,6,37,right
Javi Flores,28,170.18,150,63,45,17,32,right
Jay Tabb,32,170.18,141,63,53,31,71,left
Jean Francois Bedenik,33,180.34,165,63,11,8,52,right
Jeanvion Yulu-Matondo,26,177.8,163,63,48,7,59,right
Jeffrey Leiwakabessy,35,172.72,148,63,61,12,64,left
Jelle van der Heyden,20,180.34,163,63,44,5,70,right
Jens Podevijn,24,175.26,159,63,44,4,56,right
Jerel Ifil,28,185.42,179,63,12,6,82,right
Jeremy Serwy,21,172.72,132,63,54,5,30,right
Jeroen van der Lely,20,175.26,139,63,31,6,58,right
Jesus Perez Francis,34,177.8,154,63,48,17,72,right
Jimmy De Jonghe,22,170.18,148,63,47,13,69,left
Jimmy Kamghain,21,177.8,159,63,56,15,33,right
Jiri Bilek,31,185.42,176,63,62,17,66,right
Jo Coppens,23,190.5,176,63,35,15,23,left
Joachim Eickmayer,20,177.8,154,63,46,2,84,right
Joao Dias,29,180.34,154,63,60,10,61,right
Joe Cardle,27,177.8,154,63,58,6,28,right
Joey Godee,26,177.8,174,63,53,13,65,right
Joey Suk,26,185.42,181,63,62,5,80,right
John Paul Kissock,25,172.72,143,63,54,8,64,right
John Rankin,33,172.72,172,63,48,21,68,left
Jon Gudni Fjoluson,27,190.5,190,63,66,11,66,left
Jonathan Lacourt,29,180.34,157,63,32,10,63,left
Jonathan Mensah,26,187.96,183,63,44,11,61,right
Jordan Bowery,25,187.96,168,63,62,25,45,right
Jore Trompet,24,180.34,154,63,58,14,62,right
Jorn Vermeulen,28,185.42,172,63,54,17,58,right
Jose Miguel Josemi,33,182.88,181,63,53,7,74,right
Josh Magennis,26,187.96,203,63,61,25,68,right
Joshua Brillante,23,177.8,161,63,43,22,56,right
Josip Tadic,28,187.96,163,63,59,14,65,right
Jozef Piacek,33,193.04,203,63,42,5,67,right
Juan Angel Neira,26,177.8,152,63,64,12,56,right
Juan Calahorro,27,182.88,165,63,42,13,73,right
Julian Jenner,32,187.96,161,63,66,12,44,right
Julian Luque,23,175.26,146,63,56,14,34,right
Julio Regufe Alves,24,180.34,157,63,50,8,67,right
Junior Livramento,23,180.34,159,63,49,4,65,right
Junior Lopes,26,190.5,176,63,43,4,64,right
Jure Travner,30,180.34,174,63,50,5,78,left
Jurgen Wevers,31,203.2,212,63,52,3,62,right
Jussi Kujala,29,177.8,161,63,52,4,54,right
Justin Hoyte,32,180.34,150,63,29,24,65,right
Kandia Traore,33,180.34,190,63,69,9,47,left
Karim Belhocine,37,187.96,183,63,62,24,68,right
Karl,23,182.88,163,63,48,4,66,right
Karol Danielak,24,170.18,146,63,53,11,45,right
Kelvin Maynard,28,180.34,183,63,40,6,61,right
Kevin Brands,25,185.42,190,63,53,8,71,right
Kevin Greg Wattamaleo,24,175.26,172,63,40,7,76,right
Kevin Janssens,27,175.26,152,63,54,10,42,left
Kevin Olimpa,25,185.42,203,63,25,10,25,right
Kevin van Dessel,31,180.34,154,63,68,4,65,left
Kevin van Veen,25,185.42,198,63,60,11,45,right
Kew Jaliens,37,182.88,150,63,39,22,66,right
Khalil Chemmam,28,177.8,161,63,57,5,58,left
Koen Weuts,23,185.42,159,63,34,7,67,left
Kohei Kato,27,172.72,154,63,42,5,77,right
Koikili Campo,34,167.64,148,63,53,15,73,left
Kornel Osyra,22,190.5,168,63,40,10,55,right
Koro Kone,26,177.8,165,63,65,12,31,right
Kris De Wree,32,182.88,168,63,61,13,64,right
Kristof Imschoot,28,182.88,163,63,56,4,51,right
Kristof Lardenoit,30,182.88,165,63,24,8,67,right
Krisztian Adorjan,22,182.88,159,63,59,16,45,right
Krzysztof Kaminski,24,190.5,179,63,22,11,20,right
Krzysztof Ostrowski,34,177.8,161,63,45,16,50,right
Kyle Letheren,28,187.96,183,63,11,15,30,right
Lars Hutten,20,180.34,159,63,59,2,63,right
Laurent Courtois,35,172.72,152,63,60,18,56,left
Laurent Dos Santos,23,177.8,154,63,46,7,65,right
Leandro,32,182.88,170,63,63,5,57,left
Leandro Kappel,25,182.88,161,63,60,5,35,right
Lee Ashcroft,23,180.34,154,63,43,9,53,right
Lee Erwin,22,187.96,174,63,71,17,34,right
Lee Johnson,31,167.64,148,63,74,8,60,right
Lee Miller,32,187.96,170,63,72,19,71,right
Lens Annab,26,182.88,170,63,51,11,65,right
Leroy Labylle,23,175.26,159,63,50,5,50,left
Lewis Enoh,24,187.96,172,63,63,5,57,right
Liam Miller,34,172.72,161,63,62,30,52,right
Liliu,22,180.34,165,63,56,6,56,left
Linus Hallenius,27,185.42,165,63,57,13,69,right
Lionel Zouma,23,190.5,176,63,33,14,63,right
Luca Bucci,40,180.34,174,63,33,3,39,right
Luca Martinelli,26,185.42,163,63,30,12,64,right
Lucien Aubey,27,180.34,176,63,54,6,68,left
Ludovic Buysens,28,187.96,174,63,40,11,64,right
Luigi Pieroni,32,187.96,185,63,63,12,33,right
Luis Filipe,35,182.88,165,63,49,17,69,right
Luis Moran,26,172.72,148,63,61,10,60,right
Luis Olim,34,177.8,152,63,46,21,65,left
Lukas Droppa,26,182.88,174,63,47,10,69,right
Lukas Haraslin,20,182.88,157,63,61,11,38,left
Lukasz Hanzel,30,180.34,157,63,52,21,65,right
Luwagga Kizito,22,175.26,150,63,59,2,28,right
Maceo Rigters,28,177.8,183,63,73,7,50,right
Mahamadou Dissa,31,172.72,150,63,60,5,25,right
Maksymilian Rogalski,32,180.34,181,63,53,22,83,right
Mamadou Ba,30,198.12,190,63,20,4,25,right
Mamady Sidibe,34,193.04,170,63,64,15,71,right
"Manolo Gaspar,28",31,172.72,157,63,45,8,74,right
Manuel Onwu,26,185.42,165,63,61,13,62,right
Manuel Salz,26,185.42,174,63,30,5,31,right
Marc Pfertzel,33,182.88,165,63,63,15,72,right
Marc Wagemakers,32,182.88,163,63,57,4,64,right
Marcelo Lipatin,31,180.34,168,63,61,3,63,right
Marco Aratore,25,177.8,134,63,51,11,54,right
Marco Ilaimaharitra,21,177.8,170,63,49,9,65,right
Marco Mathys,28,185.42,170,63,60,16,64,right
Marco Pisano,32,175.26,152,63,42,13,70,left
Marco Soares,28,180.34,165,63,61,8,59,right
Marco Zoro,29,182.88,165,63,56,7,73,right
Marcos Vinicius,24,190.5,179,63,41,6,61,right
Marek Wasiluk,29,195.58,183,63,34,19,51,left
Mario Bilate,24,190.5,190,63,65,5,61,right
Mario Leitgeb,28,182.88,168,63,42,13,81,right
Marko Suler,30,185.42,174,63,39,16,67,right
Markus Schuler,34,182.88,174,63,48,7,67,left
Marley Watkins,25,177.8,146,63,33,19,68,left
Marnix Smit,33,185.42,176,63,58,3,63,right
Marquitos,29,177.8,161,63,59,25,58,left
Mart Dijkstra,25,182.88,183,63,44,6,49,right
Mart Lieder,25,180.34,165,63,67,10,59,right
Martin Amedick,33,193.04,187,63,53,19,64,right
Martin Canning,35,187.96,165,63,12,12,71,right
Martin Juhar,28,182.88,159,63,49,7,63,left
Massamba Lo Sambou,28,187.96,192,63,59,11,74,right
Massimiliano Benassi,33,180.34,170,63,25,16,30,left
Matan Ohayon,27,180.34,159,63,34,5,67,right
Mathieu Boots,33,187.96,176,63,58,2,66,left
Matt Done,27,177.8,143,63,63,27,58,left
Matt Moussilou,31,182.88,168,63,59,10,36,right
Matthew Kennedy,22,175.26,143,63,63,23,53,right
Matthew Pennington,22,185.42,170,63,48,18,60,right
Matthew Steenvoorden,22,187.96,174,63,45,6,64,right
Mavroudis Bougaidis,22,190.5,170,63,20,9,73,right
Melvyn Lorenzen,22,187.96,190,63,64,15,44,right
Michael Cordier,31,182.88,165,63,24,12,16,right
Michael Gardyne,30,170.18,141,63,67,20,53,right
Michael Gravgaard,32,187.96,194,63,22,7,73,right
Michael Harriman,24,167.64,163,63,44,30,59,right
Michael Higdon,33,185.42,176,63,65,32,77,right
Michael Lamey,35,185.42,174,63,60,12,73,right
Michael Modubi,25,175.26,159,63,47,5,69,right
Michal Buchalik,27,190.5,183,63,23,15,23,right
Michal Janota,26,170.18,163,63,57,14,66,left
Michel Renggli,34,180.34,174,63,73,17,71,right
"Michele Arcari,22",38,185.42,172,63,13,23,26,right
Mick van Buren,23,185.42,165,63,54,11,50,left
Mickael Antoine-Curier,32,182.88,168,63,62,8,57,right
Mickael Facchinetti,24,182.88,163,63,51,13,62,left
Miguel Castro,26,185.42,165,63,51,4,68,right
Miguel Pallardo,30,172.72,161,63,60,19,75,right
Mikael Seoudi,26,182.88,172,63,60,2,59,right
Miles Addison,27,190.5,205,63,23,31,70,right
Mirko Bigazzi,26,182.88,159,63,54,11,59,right
Mirko Pieri,34,182.88,168,63,60,10,70,left
Miroslav Bozok,31,175.26,152,63,44,12,51,left
Mitchell Burgzorg,23,170.18,163,63,57,3,67,right
Mody Traore,34,172.72,154,63,44,12,71,right
Mohamed El Gabbas,27,177.8,154,63,64,12,58,right
Moncef Zerka,30,182.88,176,63,70,7,47,right
Moses Lamidi,25,180.34,157,63,62,11,43,right
Moussa Kalisse,29,175.26,154,63,45,2,54,right
Mozes Adams,23,182.88,154,63,51,5,66,right
Nahuel Valentini,27,182.88,176,63,18,14,59,right
Nathan Eccleston,25,177.8,165,63,63,23,59,right
Nathan Rutjes,33,185.42,152,63,54,7,85,right
Nathan Sinkala,24,175.26,163,63,36,5,68,right
Nelson,31,177.8,165,63,45,32,75,left
Nemanja Antonov,21,182.88,165,63,37,5,64,left
Nenad Kovacevic,35,175.26,174,63,59,15,72,right
Nicholas Riley,28,177.8,143,63,59,9,59,right
Nick Ross,25,175.26,141,63,66,23,65,right
Nico Pellatz,28,190.5,172,63,21,7,41,left
Nico Siegrist,22,180.34,174,63,60,10,55,right
Nicola Strambelli,23,167.64,143,63,52,3,64,right
Nicolas,28,190.5,187,63,21,19,27,right
Nicolas Amodio,28,180.34,176,63,45,7,70,right
Nicolas Delporte,23,177.8,157,63,35,5,62,left
Nicolas Godemeche,31,182.88,176,63,61,17,67,right
Nicolas Marazzi,32,177.8,152,63,56,7,71,right
Niels Vorthoren,28,187.96,179,63,55,8,68,right
Niels Wellenberg,30,177.8,176,63,64,9,65,right
Nikola Aksentijevic,23,177.8,152,63,63,7,64,right
Norichio Nieveld,24,187.96,176,63,56,9,71,right
Oleksandr Shevelyukhin,34,193.04,194,63,46,17,62,left
Oliver,20,177.8,163,63,69,4,31,right
Oliver Schroeder,35,182.88,192,63,53,23,77,right
Olivier Thomert,33,182.88,165,63,68,13,68,left
Omar Daley,32,175.26,161,63,40,10,38,right
Onyekachi Okonkwo,30,180.34,157,63,47,6,81,right
Osman Chavez,31,187.96,201,63,42,13,90,right
Pablo Alcolea Guerrero,27,182.88,172,63,18,13,27,right
Pablo Alvarez,35,175.26,157,63,72,27,59,right
Pablo Caceres,30,177.8,165,63,51,20,75,left
Pajetat Douglas,26,190.5,187,63,23,6,16,right
Paolo Grossi,30,180.34,172,63,54,27,48,left
Pascal Bosschaart,33,182.88,181,63,49,12,81,left
Patrick Cregg,30,175.26,143,63,29,30,76,right
"Patrick Kenny,30",38,185.42,209,63,20,23,35,right
Patrik Ingelsten,32,177.8,176,63,67,21,60,right
Paul Hanlon,24,185.42,141,63,32,13,61,left
Paul de Lange,27,182.88,165,63,62,2,65,left
Pawel Stolarski,20,180.34,163,63,58,13,52,right
Peter Grajciar,33,182.88,176,63,56,11,54,right
Peter Jungschlaeger,30,182.88,179,63,52,13,67,right
Peter Luccin,35,180.34,165,63,69,13,84,right
Philipp Heerwagen,32,193.04,196,63,21,20,34,right
Philipp Ochs,19,175.26,161,63,63,7,47,left
Princewell Okachi,22,167.64,150,63,47,9,47,left
Purrel Fraenkel,36,170.18,159,63,56,8,69,left
Quentin Westberg,29,182.88,174,63,16,12,16,right
Rafa Galvez,22,190.5,179,63,52,16,72,right
Raphael Augusto,23,180.34,170,63,62,17,53,right
Remon de Vries,29,175.26,157,63,65,3,38,right
Rene Sterckx,23,177.8,159,63,52,15,61,right
Ricardo Campos,30,187.96,181,63,13,3,40,right
Rick Verbeek,24,180.34,143,63,55,7,59,right
Rick ten Voorde,24,187.96,183,63,72,18,56,left
Rihairo Meulens,26,182.88,170,63,47,5,50,right
Robbie Blake,37,175.26,168,63,77,12,68,right
Robert Malcolm,30,180.34,154,63,46,6,69,right
Robert Milsom,28,177.8,159,63,66,22,73,left
Roberto Mirri,30,185.42,172,63,60,3,74,left
Roland Baettig,35,180.34,154,63,62,9,67,right
Romain Rocchi,34,182.88,165,63,60,17,57,right
Romain Sartre,33,185.42,185,63,35,15,69,right
Roman Golobart,23,193.04,192,63,41,17,60,right
Rory Delap,37,182.88,165,63,57,14,75,right
Ruben Palazuelos,32,185.42,165,63,52,11,53,right
Ruud van de Rijt,25,180.34,179,63,35,4,63,right
Ryan Flynn,28,170.18,132,63,53,16,31,right
Salomon Nirisarike,23,185.42,181,63,35,4,62,right
Salvatore Masiello,33,175.26,157,63,59,25,79,left
Sammy Clingan,31,180.34,161,63,68,14,68,right
Samuel Neva,27,182.88,172,63,58,3,81,right
Sandro Calabro,28,187.96,170,63,77,6,56,right
Sanel Jahic,34,185.42,179,63,43,12,73,right
Sebastian Steblecki,24,185.42,154,63,44,10,55,right
Sebastian Ziajka,34,182.88,165,63,49,17,64,left
Sebastien Grax,29,180.34,170,63,71,12,54,right
Sebastien Piocelle,35,177.8,165,63,60,8,66,right
Seid Khiter,26,170.18,146,63,64,8,41,right
Sepp De Roover,30,180.34,165,63,52,18,64,right
Serrabasa Gerard,34,182.88,168,63,55,10,63,right
Seweryn Gancarczyk,34,180.34,176,63,55,22,83,left
Shaun Derry,37,182.88,181,63,54,15,79,right
